Date,Import_kWh,Export_kWh,Generation_kWh,Load_kWh
2024-05-29,1.8080000000000003,16.568,17.671851723,2.9118517229999985
2024-05-30,1.862,2.7129999999999996,3.5172293109999995,2.666229311
2024-05-31,1.8560000000000003,15.674,16.7523,2.9343000000000026
2024-06-01,1.7060000000000002,11.015999999999998,12.032906816000002,2.7229068160000045
2024-06-02,1.7760000000000005,8.405999999999999,9.397600902999999,2.767600903000001
2024-06-03,1.758,12.772,13.806136434000003,2.7921364340000023
2024-06-04,1.8030000000000004,5.875999999999999,6.809322414,2.736322414000002
2024-06-05,1.7790000000000004,8.41,9.407032759000002,2.776032759000002
2024-06-06,1.8069999999999997,14.878,15.999213794999996,2.928213794999995
2024-06-07,1.737,9.386999999999999,10.500351149,2.8503511490000015
2024-06-08,1.69,4.840000000000001,5.786386387,2.6363863869999995
2024-06-09,1.9059999999999995,7.5200000000000005,8.477666111,2.863666110999999
2024-06-10,1.6590000000000005,13.308999999999997,14.351727812,2.7017278120000032
2024-06-11,1.9219999999999995,6.586,7.504713055,2.8407130549999993
2024-06-12,1.6840000000000004,7.875,8.787850553,2.5968505530000003
2024-06-13,1.8419999999999994,3.136,4.049606387,2.7556063869999994
2024-06-14,1.6780000000000004,5.821,6.758647223000002,2.615647223000003
2024-06-15,1.6930000000000003,13.399000000000001,14.656722416,2.9507224159999987
2024-06-16,1.655,8.719,9.646594251000002,2.5825942510000024
2024-06-17,1.7610000000000001,4.809000000000001,5.801704596,2.7537045959999995
2024-06-18,1.669,4.247000000000001,5.153188259,2.5751882589999995
2024-06-19,1.6010000000000002,14.874,16.004812643000005,2.731812643000004
2024-06-20,1.787,5.86,6.812152136999999,2.7391521369999987
2024-06-21,1.6350000000000005,13.466999999999999,14.631569785999998,2.799569786
2024-06-22,1.6320000000000001,5.492999999999999,6.5732804620000005,2.712280462000001
2024-06-23,1.6270000000000002,15.622,16.751717817,2.7567178169999997
2024-06-24,1.6090000000000002,6.5600000000000005,7.5017011490000005,2.550701149
2024-06-25,1.7689999999999997,12.229999999999999,13.257235057000003,2.7962350570000036
2024-06-26,1.625,11.762,12.86905862,2.73205862
2024-06-27,1.6130000000000002,11.497,12.704638505000004,2.8206385050000042
2024-06-28,1.6500000000000001,12.788,13.810753451,2.672753451
2024-06-29,1.9250000000000003,2.289,3.1396793120000006,2.7756793120000007
2024-06-30,1.632,10.879,11.855102299,2.6081022990000005
2024-07-01,1.6500000000000006,10.971,11.986491376999998,2.6654913769999986
2024-07-02,1.7349999999999999,8.568000000000001,9.579052874,2.7460528739999988
2024-07-03,1.6720000000000004,16.537000000000003,17.647023564,2.7820235639999993
2024-07-04,1.7029999999999998,4.823999999999999,5.781155747000001,2.6601557470000015
2024-07-05,1.715,5.850999999999999,6.771226767,2.6352267670000007
2024-07-06,1.6119999999999999,12.225000000000001,13.306188888000001,2.693188888
2024-07-07,1.7790000000000001,16.187,17.273435631999998,2.865435631999997
2024-07-08,1.7240000000000002,6.312,7.172040804597696,2.584040804597696
2024-07-09,1.7000000000000002,3.2340000000000004,4.318894252873559,2.7848942528735585
2024-07-10,1.622,16.071,17.16265747126434,2.7136574712643373
2024-07-11,1.7050000000000003,4.157,5.065461403508769,2.6134614035087687
2024-07-12,1.7580000000000002,16.718,17.842681116584526,2.882681116584526
2024-07-13,1.6790000000000005,9.280000000000001,10.358013601532546,2.7570136015325453
2024-07-14,1.5980000000000003,14.655000000000001,16.104547372742164,3.0475473727421636
2024-07-15,1.6960000000000002,3.573,4.474091666666659,2.5970916666666595
2024-07-16,1.6400000000000001,7.844000000000001,9.009152298850568,2.8051522988505666
2024-07-17,1.618,10.254999999999997,11.53677068965516,2.8997706896551634
2024-07-18,1.6540000000000001,10.075999999999997,10.889250000000002,2.4672500000000053
2024-07-19,1.7940000000000003,4.402,5.257200000000001,2.6492000000000013
2024-07-20,1.7500000000000004,7.169,8.081516666666667,2.662516666666668
2024-07-21,1.5750000000000004,8.041,9.119799999999998,2.6537999999999977
2024-07-22,1.7270000000000003,8.205000000000002,9.234850000000002,2.75685
2024-07-23,1.6280000000000001,17.153000000000002,18.408399999999997,2.8833999999999946
2024-07-24,1.6629999999999998,9.533000000000001,10.606135057471253,2.7361350574712513
2024-07-25,1.6660000000000001,9.048,10.165537356321835,2.783537356321835
2024-07-26,1.621,18.468999999999998,19.626005706075485,2.7780057060754877
2024-07-27,1.5860000000000005,5.431,6.432790229885052,2.5877902298850524
2024-07-28,1.7369999999999994,13.24,14.46032701149421,2.9573270114942085
2024-07-29,1.5700000000000003,11.376999999999999,12.507237356321822,2.700237356321823
2024-07-30,1.6340000000000001,17.851000000000003,19.153317241379273,2.936317241379271
2024-07-31,1.5260000000000002,19.708000000000006,20.84687011494248,2.6648701149424743
2024-08-01,1.599,16.206,17.388928735632145,2.781928735632146
2024-08-02,1.6330000000000002,14.671,15.782282183908015,2.744282183908015
2024-08-03,1.594,10.197999999999999,11.331591379310339,2.727591379310341
2024-08-04,1.4960000000000002,17.54,18.876289080459724,2.8322890804597254
2024-08-05,1.5150000000000001,19.492,20.847154022988462,2.8701540229884617
2024-08-06,1.4960000000000002,14.098000000000003,15.261525287356296,2.659525287356294
2024-08-07,1.6570000000000005,16.018,17.187905172413764,2.8269051724137637
2024-08-08,1.5500000000000003,10.846,11.933824137931014,2.637824137931014
2024-08-09,1.5950000000000004,18.141000000000002,19.594531609195364,3.048531609195363
2024-08-10,1.5440000000000003,21.078999999999997,22.33809252873558,2.803092528735583
2024-08-11,1.5400000000000005,20.590999999999998,22.0266954022988,2.975695402298802
